endpoint,state,zipcode
familyTotalExpensesR3,Illinois,61326
familyTotalExpensesR3,Illinois,61534
familyTotalExpensesR3,Illinois,62301
familyTotalExpensesR3,Illinois,60932
familyTotalExpensesR3,Illinois,61452
familyTotalExpensesR3,Illinois,61532
familyTotalExpensesR3,Illinois,62217
familyTotalExpensesR3,Illinois,62905
familyTotalExpensesR3,Illinois,60919
familyTotalExpensesR3,Illinois,62917
familyTotalExpensesR3,Illinois,62022
familyTotalExpensesR3,Illinois,61957
familyTotalExpensesR3,Illinois,60901
familyTotalExpensesR3,Illinois,61016
familyTotalExpensesR3,Illinois,61418
familyTotalExpensesR3,Illinois,62238
familyTotalExpensesR3,Illinois,62901
familyTotalExpensesR3,Illinois,62016
familyTotalExpensesR3,Illinois,60101
familyTotalExpensesR3,Illinois,62428
familyTotalExpensesR3,Illinois,62083
familyTotalExpensesR3,Illinois,62001
familyTotalExpensesR3,Illinois,62417
familyTotalExpensesR3,Illinois,61917
familyTotalExpensesR3,Illinois,60113
familyTotalExpensesR3,Illinois,62841
familyTotalExpensesR3,Illinois,62601
familyTotalExpensesR3,Illinois,62801
familyTotalExpensesR3,Illinois,62420
familyTotalExpensesR3,Illinois,62413
familyTotalExpensesR3,Illinois,61411
familyTotalExpensesR3,Illinois,62215
familyTotalExpensesR3,Illinois,61723
familyTotalExpensesR3,Illinois,62909
familyTotalExpensesR3,Illinois,62432
familyTotalExpensesR3,Illinois,62236
familyTotalExpensesR3,Illinois,62312
familyTotalExpensesR3,Illinois,61912
familyTotalExpensesR3,Illinois,62824
familyTotalExpensesR3,Illinois,62820
familyTotalExpensesR3,Illinois,61231
familyTotalExpensesR3,Illinois,61008
familyTotalExpensesR3,Illinois,62817
familyTotalExpensesR3,Illinois,61451
familyTotalExpensesR3,Illinois,62941
familyTotalExpensesR3,Illinois,62419
familyTotalExpensesR3,Illinois,62353
familyTotalExpensesR3,Illinois,60109
familyTotalExpensesR3,Illinois,61417
familyTotalExpensesR3,Illinois,61233
familyTotalExpensesR3,Illinois,62611
familyTotalExpensesR3,Illinois,61910
familyTotalExpensesR3,Illinois,62006
familyTotalExpensesR3,Illinois,62015
familyTotalExpensesR3,Illinois,61312
familyTotalExpensesR3,Illinois,60512
familyTotalExpensesR3,Illinois,62515
familyTotalExpensesR3,Illinois,60111
familyTotalExpensesR3,Illinois,62410
familyTotalExpensesR3,Illinois,60949
familyTotalExpensesR3,Illinois,62086
familyTotalExpensesR3,Illinois,61421
familyTotalExpensesR3,Illinois,61701
familyTotalExpensesR3,Illinois,62613
familyTotalExpensesR3,Illinois,62009
familyTotalExpensesR3,Illinois,61756
familyTotalExpensesR3,Illinois,62914
familyTotalExpensesR3,Illinois,62928
familyTotalExpensesR3,Illinois,62810
familyTotalExpensesR3,Illinois,61450
familyTotalExpensesR3,Illinois,61201
familyTotalExpensesR3,Illinois,62867
familyTotalExpensesR3,Illinois,60470
familyTotalExpensesR3,Illinois,62919
familyTotalExpensesR3,Illinois,61013
familyTotalExpensesR3,Illinois,62011
familyTotalExpensesR3,Illinois,62446
familyTotalExpensesR3,Illinois,62401
familyTotalExpensesR3,Illinois,61914
familyTotalExpensesR3,Illinois,62610
familyTotalExpensesR3,Illinois,61415
familyTotalExpensesR3,Illinois,61037
familyTotalExpensesR3,Illinois,60420
familyTotalExpensesR3,Illinois,61001
familyTotalExpensesR3,Illinois,61014
familyTotalExpensesR3,Illinois,61813
familyTotalExpensesR3,Illinois,60002
familyTotalExpensesR3,Illinois,62059
familyTotalExpensesR3,Illinois,61369
familyTotalExpensesR3,Illinois,62214
familyTotalExpensesR3,Illinois,60911
familyTotalExpensesR3,Indiana,47564
familyTotalExpensesR3,Indiana,47427
familyTotalExpensesR3,Indiana,46106
familyTotalExpensesR3,Indiana,46913
familyTotalExpensesR3,Indiana,46103
familyTotalExpensesR3,Indiana,47918
familyTotalExpensesR3,Indiana,46366
familyTotalExpensesR3,Indiana,46133
familyTotalExpensesR3,Indiana,47104
familyTotalExpensesR3,Indiana,47834
familyTotalExpensesR3,Indiana,46310
familyTotalExpensesR3,Indiana,47225
familyTotalExpensesR3,Indiana,46704
familyTotalExpensesR3,Indiana,46530
familyTotalExpensesR3,Indiana,47522
familyTotalExpensesR3,Indiana,46052
familyTotalExpensesR3,Indiana,47901
familyTotalExpensesR3,Indiana,47424
familyTotalExpensesR3,Indiana,47348
familyTotalExpensesR3,Indiana,47119
familyTotalExpensesR3,Indiana,47838
familyTotalExpensesR3,Indiana,47501
familyTotalExpensesR3,Indiana,46910
familyTotalExpensesR3,Indiana,47040
familyTotalExpensesR3,Indiana,46723
familyTotalExpensesR3,Indiana,47831
familyTotalExpensesR3,Indiana,47011
familyTotalExpensesR3,Indiana,46501
familyTotalExpensesR3,Indiana,46035
familyTotalExpensesR3,Indiana,47326
familyTotalExpensesR3,Indiana,47223
familyTotalExpensesR3,Indiana,46960
familyTotalExpensesR3,Indiana,47917
familyTotalExpensesR3,Indiana,47201
familyTotalExpensesR3,Indiana,46030
familyTotalExpensesR3,Indiana,47512
familyTotalExpensesR3,Indiana,47514
familyTotalExpensesR3,Indiana,46701
familyTotalExpensesR3,Indiana,47601
familyTotalExpensesR3,Indiana,47923
familyTotalExpensesR3,Indiana,47916
familyTotalExpensesR3,Indiana,46565
familyTotalExpensesR3,Indiana,47108
familyTotalExpensesR3,Indiana,46045
familyTotalExpensesR3,Indiana,47325
familyTotalExpensesR3,Indiana,47001
familyTotalExpensesR3,Indiana,46711
familyTotalExpensesR3,Indiana,46911
familyTotalExpensesR3,Indiana,47618
familyTotalExpensesR3,Indiana,47420
familyTotalExpensesR3,Indiana,46714
familyTotalExpensesR3,Indiana,47107
familyTotalExpensesR3,Indiana,47324
familyTotalExpensesR3,Indiana,46040
familyTotalExpensesR3,Indiana,46001
familyTotalExpensesR3,Indiana,46340
familyTotalExpensesR3,Indiana,46303
familyTotalExpensesR3,Indiana,46901
familyTotalExpensesR3,Indiana,47401
familyTotalExpensesR3,Indiana,46703
familyTotalExpensesR3,Indiana,47220
familyTotalExpensesR3,Indiana,47138
familyTotalExpensesR3,Indiana,47513
familyTotalExpensesR3,Indiana,46502
familyTotalExpensesR3,Indiana,47102
familyTotalExpensesR3,Indiana,46105
familyTotalExpensesR3,Indiana,46349
familyTotalExpensesR3,Indiana,46301
familyTotalExpensesR3,Indiana,46705
familyTotalExpensesR3,Indiana,47125
familyTotalExpensesR3,Indiana,46104
familyTotalExpensesR3,Indiana,46932
familyTotalExpensesR3,Indiana,47116
familyTotalExpensesR3,Indiana,46919
familyTotalExpensesR3,Indiana,46148
familyTotalExpensesR3,Indiana,46702
familyTotalExpensesR3,Indiana,47639
familyTotalExpensesR3,Indiana,47975
familyTotalExpensesR3,Indiana,47801
familyTotalExpensesR3,Indiana,46160
familyTotalExpensesR3,Indiana,46107
familyTotalExpensesR3,Indiana,47017
familyTotalExpensesR3,Indiana,46507
familyTotalExpensesR3,Indiana,47340
familyTotalExpensesR3,Indiana,47832
familyTotalExpensesR3,Indiana,47612
familyTotalExpensesR3,Indiana,47003
familyTotalExpensesR3,Indiana,46111
familyTotalExpensesR3,Indiana,47302
familyTotalExpensesR3,Indiana,46110
familyTotalExpensesR3,Indiana,46940
familyTotalExpensesR3,Indiana,47523
familyTotalExpensesR3,Kansas,67418
familyTotalExpensesR3,Kansas,67545
familyTotalExpensesR3,Kansas,67432
familyTotalExpensesR3,Kansas,67054
familyTotalExpensesR3,Kansas,66006
familyTotalExpensesR3,Kansas,67437
familyTotalExpensesR3,Kansas,66713
familyTotalExpensesR3,Kansas,67758
familyTotalExpensesR3,Kansas,67523
familyTotalExpensesR3,Kansas,66840
familyTotalExpensesR3,Kansas,66853
familyTotalExpensesR3,Kansas,67870
familyTotalExpensesR3,Kansas,67035
familyTotalExpensesR3,Kansas,67871
familyTotalExpensesR3,Kansas,66901
familyTotalExpensesR3,Kansas,66720
familyTotalExpensesR3,Kansas,66018
familyTotalExpensesR3,Kansas,66441
familyTotalExpensesR3,Kansas,66054
familyTotalExpensesR3,Kansas,66843
familyTotalExpensesR3,Kansas,67410
familyTotalExpensesR3,Kansas,67001
familyTotalExpensesR3,Kansas,67632
familyTotalExpensesR3,Kansas,67730
familyTotalExpensesR3,Kansas,66042
familyTotalExpensesR3,Kansas,67736
familyTotalExpensesR3,Kansas,67020
familyTotalExpensesR3,Kansas,67515
familyTotalExpensesR3,Kansas,67021
familyTotalExpensesR3,Kansas,67835
familyTotalExpensesR3,Kansas,67107
familyTotalExpensesR3,Kansas,66007
familyTotalExpensesR3,Kansas,66449
familyTotalExpensesR3,Kansas,66932
familyTotalExpensesR3,Kansas,67439
familyTotalExpensesR3,Kansas,67024
familyTotalExpensesR3,Kansas,67519
familyTotalExpensesR3,Kansas,67740
familyTotalExpensesR3,Kansas,66801
familyTotalExpensesR3,Kansas,67801
familyTotalExpensesR3,Kansas,67422
familyTotalExpensesR3,Kansas,66013
familyTotalExpensesR3,Kansas,66402
familyTotalExpensesR3,Kansas,67849
familyTotalExpensesR3,Kansas,66012
familyTotalExpensesR3,Kansas,67004
familyTotalExpensesR3,Kansas,66058
familyTotalExpensesR3,Kansas,67951
familyTotalExpensesR3,Kansas,66758
familyTotalExpensesR3,Kansas,67861
familyTotalExpensesR3,Kansas,67635
familyTotalExpensesR3,Kansas,66413
familyTotalExpensesR3,Kansas,67057
familyTotalExpensesR3,Kansas,66936
familyTotalExpensesR3,Kansas,67401
familyTotalExpensesR3,Kansas,67427
familyTotalExpensesR3,Kansas,66401
familyTotalExpensesR3,Kansas,67859
familyTotalExpensesR3,Kansas,67846
familyTotalExpensesR3,Kansas,67839
familyTotalExpensesR3,Kansas,66014
familyTotalExpensesR3,Kansas,67511
familyTotalExpensesR3,Kansas,66701
familyTotalExpensesR3,Kansas,66842
familyTotalExpensesR3,Kansas,66711
familyTotalExpensesR3,Kansas,66002
familyTotalExpensesR3,Kansas,66710
familyTotalExpensesR3,Kansas,67747
familyTotalExpensesR3,Kansas,66838
familyTotalExpensesR3,Kansas,67831
familyTotalExpensesR3,Kansas,66008
familyTotalExpensesR3,Kansas,66403
familyTotalExpensesR3,Kansas,66407
familyTotalExpensesR3,Kansas,66010
familyTotalExpensesR3,Kansas,67836
familyTotalExpensesR3,Kansas,67622
familyTotalExpensesR3,Kansas,66930
familyTotalExpensesR3,Kansas,67626
familyTotalExpensesR3,Kansas,67855
familyTotalExpensesR3,Kansas,67625
familyTotalExpensesR3,Kansas,67879
familyTotalExpensesR3,Kansas,67003
familyTotalExpensesR3,Kansas,67701
familyTotalExpensesR3,Kansas,67501
familyTotalExpensesR3,Kansas,67844
familyTotalExpensesR3,Kansas,67301
familyTotalExpensesR3,Kansas,67838
familyTotalExpensesR3,Kansas,67345
familyTotalExpensesR3,Kansas,66933
familyTotalExpensesR3,Kansas,67621
familyTotalExpensesR3,Kansas,67950
familyTotalExpensesR3,Kansas,67880
familyTotalExpensesR3,Kansas,67330
familyTotalExpensesR3,Kansas,67631
familyTotalExpensesR3,Kansas,67731
familyTotalExpensesR3,Kansas,67420
familyTotalExpensesR3,Kansas,66424
familyTotalExpensesR3,Kansas,67005
familyTotalExpensesR3,Kansas,67513
familyTotalExpensesR3,Kansas,67601
familyTotalExpensesR3,Kansas,66404
familyTotalExpensesR3,Kansas,67029
familyTotalExpensesR3,Kansas,66732
familyTotalExpensesR3,Kansas,66761
familyTotalExpensesR3,Kansas,67733
familyTotalExpensesR3,Kentucky,40313
familyTotalExpensesR3,Kentucky,42025
familyTotalExpensesR3,Kentucky,41204
familyTotalExpensesR3,Kentucky,42715
familyTotalExpensesR3,Kentucky,42020
familyTotalExpensesR3,Kentucky,41332
familyTotalExpensesR3,Kentucky,42031
familyTotalExpensesR3,Kentucky,41034
familyTotalExpensesR3,Kentucky,42437
familyTotalExpensesR3,Kentucky,42021
familyTotalExpensesR3,Kentucky,40342
familyTotalExpensesR3,Kentucky,41006
familyTotalExpensesR3,Kentucky,41311
familyTotalExpensesR3,Kentucky,41008
familyTotalExpensesR3,Kentucky,40502
familyTotalExpensesR3,Kentucky,40004
familyTotalExpensesR3,Kentucky,40337
familyTotalExpensesR3,Kentucky,42041
familyTotalExpensesR3,Kentucky,40312
familyTotalExpensesR3,Kentucky,42501
familyTotalExpensesR3,Kentucky,40813
familyTotalExpensesR3,Kentucky,42123
familyTotalExpensesR3,Kentucky,41128
familyTotalExpensesR3,Kentucky,40316
familyTotalExpensesR3,Kentucky,42718
familyTotalExpensesR3,Kentucky,41121
familyTotalExpensesR3,Kentucky,41037
familyTotalExpensesR3,Kentucky,42631
familyTotalExpensesR3,Kentucky,42215
familyTotalExpensesR3,Kentucky,42633
familyTotalExpensesR3,Kentucky,42411
familyTotalExpensesR3,Kentucky,42022
familyTotalExpensesR3,Kentucky,40009
familyTotalExpensesR3,Kentucky,40419
familyTotalExpensesR3,Kentucky,41011
familyTotalExpensesR3,Kentucky,42402
familyTotalExpensesR3,Kentucky,42743
familyTotalExpensesR3,Kentucky,42202
familyTotalExpensesR3,Kentucky,42028
familyTotalExpensesR3,Kentucky,42211
familyTotalExpensesR3,Kentucky,40047
familyTotalExpensesR3,Kentucky,42404
familyTotalExpensesR3,Kentucky,40801
familyTotalExpensesR3,Kentucky,40409
familyTotalExpensesR3,Kentucky,41064
familyTotalExpensesR3,Kentucky,40803
familyTotalExpensesR3,Kentucky,40734
familyTotalExpensesR3,Kentucky,42321
familyTotalExpensesR3,Kentucky,41310
familyTotalExpensesR3,Kentucky,40040
familyTotalExpensesR3,Kentucky,42124
familyTotalExpensesR3,Kentucky,40724
familyTotalExpensesR3,Kentucky,42201
familyTotalExpensesR3,Kentucky,42322
familyTotalExpensesR3,Kentucky,41149
familyTotalExpensesR3,Kentucky,42101
familyTotalExpensesR3,Kentucky,41001
familyTotalExpensesR3,Kentucky,40826
familyTotalExpensesR3,Kentucky,41002
familyTotalExpensesR3,Kentucky,40310
familyTotalExpensesR3,Kentucky,40121
familyTotalExpensesR3,Kentucky,41203
familyTotalExpensesR3,Kentucky,42033
familyTotalExpensesR3,Kentucky,40023
familyTotalExpensesR3,Kentucky,42038
familyTotalExpensesR3,Kentucky,41092
familyTotalExpensesR3,Kentucky,40370
familyTotalExpensesR3,Kentucky,42027
familyTotalExpensesR3,Kentucky,42204
familyTotalExpensesR3,Kentucky,40348
familyTotalExpensesR3,Kentucky,41426
familyTotalExpensesR3,Kentucky,42320
familyTotalExpensesR3,Kentucky,42629
familyTotalExpensesR3,Kentucky,42001
familyTotalExpensesR3,Kentucky,41314
familyTotalExpensesR3,Kentucky,40334
familyTotalExpensesR3,Kentucky,40010
familyTotalExpensesR3,Kentucky,40402
familyTotalExpensesR3,Kentucky,40385
familyTotalExpensesR3,Kentucky,42348
familyTotalExpensesR3,Kentucky,40347
familyTotalExpensesR3,Kentucky,41216
familyTotalExpensesR3,Kentucky,41301
familyTotalExpensesR3,Kentucky,40003
familyTotalExpensesR3,Kentucky,40311
familyTotalExpensesR3,Kentucky,40601
familyTotalExpensesR3,Kentucky,40981
familyTotalExpensesR3,Kentucky,42516
familyTotalExpensesR3,Kentucky,42134
familyTotalExpensesR3,Kentucky,40914
familyTotalExpensesR3,Kentucky,40422
familyTotalExpensesR3,Kentucky,40391
familyTotalExpensesR3,Kentucky,40701
familyTotalExpensesR3,Kentucky,40355
familyTotalExpensesR3,Kentucky,42713
familyTotalExpensesR3,Kentucky,41501
familyTotalExpensesR3,Kentucky,41124
familyTotalExpensesR3,Kentucky,42133
familyTotalExpensesR3,Kentucky,42163
familyTotalExpensesR3,Kentucky,40111
familyTotalExpensesR3,Kentucky,41135
familyTotalExpensesR3,Kentucky,42301
familyTotalExpensesR3,Kentucky,40336
familyTotalExpensesR3,Kentucky,42717
familyTotalExpensesR3,Kentucky,40324
familyTotalExpensesR3,Kentucky,42716
familyTotalExpensesR3,Kentucky,42602
familyTotalExpensesR3,Kentucky,40006
familyTotalExpensesR3,Kentucky,40018
familyTotalExpensesR3,Kentucky,41630
familyTotalExpensesR3,Kentucky,40339
familyTotalExpensesR3,Kentucky,41005
familyTotalExpensesR3,Kentucky,42408
familyTotalExpensesR3,Kentucky,40104
familyTotalExpensesR3,Kentucky,41010
familyTotalExpensesR3,Kentucky,42712
familyTotalExpensesR3,Kentucky,40007
familyTotalExpensesR3,Kentucky,40410
familyTotalExpensesR3,Kentucky,42120
familyTotalExpensesR3,Kentucky,41101
familyTotalExpensesR3,Louisiana,71316
familyTotalExpensesR3,Louisiana,71254
familyTotalExpensesR3,Louisiana,70049
familyTotalExpensesR3,Louisiana,71018
familyTotalExpensesR3,Louisiana,70639
familyTotalExpensesR3,Louisiana,70631
familyTotalExpensesR3,Louisiana,70638
familyTotalExpensesR3,Louisiana,71410
familyTotalExpensesR3,Louisiana,70449
familyTotalExpensesR3,Louisiana,70704
familyTotalExpensesR3,Louisiana,70426
familyTotalExpensesR3,Louisiana,70517
familyTotalExpensesR3,Louisiana,70401
familyTotalExpensesR3,Louisiana,70710
familyTotalExpensesR3,Louisiana,71301
familyTotalExpensesR3,Louisiana,70052
familyTotalExpensesR3,Louisiana,70712
familyTotalExpensesR3,Louisiana,71001
familyTotalExpensesR3,Louisiana,70032
familyTotalExpensesR3,Louisiana,70601
familyTotalExpensesR3,Louisiana,71320
familyTotalExpensesR3,Louisiana,71219
familyTotalExpensesR3,Louisiana,71065
familyTotalExpensesR3,Louisiana,71201
familyTotalExpensesR3,Louisiana,70524
familyTotalExpensesR3,Louisiana,71404
familyTotalExpensesR3,Louisiana,70722
familyTotalExpensesR3,Louisiana,70715
familyTotalExpensesR3,Louisiana,71019
familyTotalExpensesR3,Louisiana,70340
familyTotalExpensesR3,Louisiana,71340
familyTotalExpensesR3,Louisiana,71003
familyTotalExpensesR3,Louisiana,71415
familyTotalExpensesR3,Louisiana,71220
familyTotalExpensesR3,Louisiana,70030
familyTotalExpensesR3,Louisiana,71002
familyTotalExpensesR3,Louisiana,71237
familyTotalExpensesR3,Louisiana,71222
familyTotalExpensesR3,Louisiana,70441
familyTotalExpensesR3,Louisiana,70510
familyTotalExpensesR3,Louisiana,70301
familyTotalExpensesR3,Louisiana,71218
familyTotalExpensesR3,Louisiana,70346
familyTotalExpensesR3,Louisiana,70512
familyTotalExpensesR3,Louisiana,70634
familyTotalExpensesR3,Louisiana,71226
familyTotalExpensesR3,Louisiana,70420
familyTotalExpensesR3,Louisiana,70721
familyTotalExpensesR3,Louisiana,70001
familyTotalExpensesR3,Louisiana,71004
familyTotalExpensesR3,Louisiana,70339
familyTotalExpensesR3,Louisiana,71233
familyTotalExpensesR3,Louisiana,70501
familyTotalExpensesR3,Louisiana,71357
familyTotalExpensesR3,Louisiana,71227
familyTotalExpensesR3,Louisiana,70112
familyTotalExpensesR3,Louisiana,70532
familyTotalExpensesR3,Louisiana,71342
familyTotalExpensesR3,Louisiana,70515
familyTotalExpensesR3,Louisiana,70343
familyTotalExpensesR3,Louisiana,71006
familyTotalExpensesR3,Louisiana,71027
familyTotalExpensesR3,Louisiana,70037
familyTotalExpensesR3,Louisiana,70513
familyTotalExpensesR3,Massachusetts,1054
familyTotalExpensesR3,Massachusetts,1029
familyTotalExpensesR3,Massachusetts,2108
familyTotalExpensesR3,Massachusetts,2532
familyTotalExpensesR3,Massachusetts,1810
familyTotalExpensesR3,Massachusetts,2048
familyTotalExpensesR3,Massachusetts,1005
familyTotalExpensesR3,Massachusetts,1431
familyTotalExpensesR3,Massachusetts,2018
familyTotalExpensesR3,Massachusetts,1001
familyTotalExpensesR3,Massachusetts,2554
familyTotalExpensesR3,Massachusetts,1002
familyTotalExpensesR3,Massachusetts,2019
familyTotalExpensesR3,Massachusetts,2535
familyTotalExpensesR3,Maryland,21520
familyTotalExpensesR3,Maryland,21609
familyTotalExpensesR3,Maryland,21610
familyTotalExpensesR3,Maryland,21711
familyTotalExpensesR3,Maryland,20711
familyTotalExpensesR3,Maryland,21013
familyTotalExpensesR3,Maryland,21817
familyTotalExpensesR3,Maryland,21701
familyTotalExpensesR3,Maryland,20606
familyTotalExpensesR3,Maryland,21501
familyTotalExpensesR3,Maryland,21613
familyTotalExpensesR3,Maryland,21201
familyTotalExpensesR3,Maryland,21801
familyTotalExpensesR3,Maryland,21901
familyTotalExpensesR3,Maryland,21001
familyTotalExpensesR3,Maryland,20588
familyTotalExpensesR3,Maryland,20601
familyTotalExpensesR3,Maryland,20607
familyTotalExpensesR3,Maryland,20610
familyTotalExpensesR3,Maryland,21601
familyTotalExpensesR3,Maryland,21048
familyTotalExpensesR3,Maryland,20810
familyTotalExpensesR3,Maryland,21607
familyTotalExpensesR3,Maryland,21811
familyTotalExpensesR3,Maine,4010
familyTotalExpensesR3,Maine,4478
familyTotalExpensesR3,Maine,4259
familyTotalExpensesR3,Maine,4413
familyTotalExpensesR3,Maine,4471
familyTotalExpensesR3,Maine,4354
familyTotalExpensesR3,Maine,4406
familyTotalExpensesR3,Maine,4341
familyTotalExpensesR3,Maine,4408
familyTotalExpensesR3,Maine,4225
familyTotalExpensesR3,Maine,4210
familyTotalExpensesR3,Maine,4401
familyTotalExpensesR3,Maine,4003
familyTotalExpensesR3,Maine,3901
familyTotalExpensesR3,Maine,4547
familyTotalExpensesR3,Maine,4008
familyTotalExpensesR3,Michigan,49836
familyTotalExpensesR3,Michigan,48897
familyTotalExpensesR3,Michigan,49031
familyTotalExpensesR3,Michigan,49013
familyTotalExpensesR3,Michigan,48103
familyTotalExpensesR3,Michigan,49905
familyTotalExpensesR3,Michigan,48730
familyTotalExpensesR3,Michigan,48110
familyTotalExpensesR3,Michigan,49853
familyTotalExpensesR3,Michigan,48619
familyTotalExpensesR3,Michigan,48413
familyTotalExpensesR3,Michigan,49806
familyTotalExpensesR3,Michigan,49719
familyTotalExpensesR3,Michigan,49305
familyTotalExpensesR3,Michigan,49910
familyTotalExpensesR3,Michigan,48811
familyTotalExpensesR3,Michigan,49201
familyTotalExpensesR3,Michigan,48635
familyTotalExpensesR3,Michigan,48414
familyTotalExpensesR3,Michigan,49303
familyTotalExpensesR3,Michigan,48007
familyTotalExpensesR3,Michigan,49610
familyTotalExpensesR3,Michigan,49710
familyTotalExpensesR3,Michigan,49812
familyTotalExpensesR3,Michigan,48617
familyTotalExpensesR3,Michigan,49220
familyTotalExpensesR3,Michigan,49010
familyTotalExpensesR3,Michigan,49011
familyTotalExpensesR3,Michigan,49616
familyTotalExpensesR3,Michigan,49805
familyTotalExpensesR3,Michigan,49022
familyTotalExpensesR3,Michigan,49902
familyTotalExpensesR3,Michigan,48415
familyTotalExpensesR3,Michigan,49808
familyTotalExpensesR3,Michigan,49001
familyTotalExpensesR3,Michigan,49707
familyTotalExpensesR3,Michigan,48003
familyTotalExpensesR3,Michigan,48435
familyTotalExpensesR3,Michigan,48705
familyTotalExpensesR3,Michigan,49601
familyTotalExpensesR3,Michigan,49304
familyTotalExpensesR3,Michigan,48615
familyTotalExpensesR3,Michigan,48809
familyTotalExpensesR3,Michigan,49028
familyTotalExpensesR3,Michigan,49309
familyTotalExpensesR3,Michigan,48401
familyTotalExpensesR3,Michigan,48001
familyTotalExpensesR3,Michigan,49705
familyTotalExpensesR3,Michigan,49611
familyTotalExpensesR3,Michigan,48114
familyTotalExpensesR3,Michigan,48813
familyTotalExpensesR3,Michigan,49631
familyTotalExpensesR3,Michigan,49301
familyTotalExpensesR3,Michigan,49711
familyTotalExpensesR3,Michigan,48805
familyTotalExpensesR3,Michigan,48618
familyTotalExpensesR3,Michigan,48005
familyTotalExpensesR3,Michigan,49632
familyTotalExpensesR3,Michigan,49227
familyTotalExpensesR3,Michigan,48808
familyTotalExpensesR3,Michigan,49743
familyTotalExpensesR3,Michigan,49030
familyTotalExpensesR3,Michigan,48411
familyTotalExpensesR3,Michigan,49701
familyTotalExpensesR3,Michigan,49734
familyTotalExpensesR3,Michigan,49801
familyTotalExpensesR3,Michigan,48804
familyTotalExpensesR3,Michigan,48612
familyTotalExpensesR3,Michigan,49633
familyTotalExpensesR3,Michigan,49420
familyTotalExpensesR3,Michigan,49402
familyTotalExpensesR3,Michigan,49401
familyTotalExpensesR3,Michigan,49911
familyTotalExpensesR3,Michigan,49908
familyTotalExpensesR3,Michigan,49733
familyTotalExpensesR3,Michigan,48611
familyTotalExpensesR3,Michigan,48610
familyTotalExpensesR3,Michigan,48101
familyTotalExpensesR3,Michigan,49613
familyTotalExpensesR3,Michigan,49621
familyTotalExpensesR3,Michigan,49807
familyTotalExpensesR3,Michigan,49709
familyTotalExpensesR3,Michigan,48627
familyTotalExpensesR3,Minnesota,56212
familyTotalExpensesR3,Minnesota,56137
familyTotalExpensesR3,Minnesota,56318
familyTotalExpensesR3,Minnesota,56684
familyTotalExpensesR3,Minnesota,55012
familyTotalExpensesR3,Minnesota,55919
familyTotalExpensesR3,Minnesota,56110
familyTotalExpensesR3,Minnesota,56710
familyTotalExpensesR3,Minnesota,55019
familyTotalExpensesR3,Minnesota,56673
familyTotalExpensesR3,Minnesota,56720
familyTotalExpensesR3,Minnesota,56627
familyTotalExpensesR3,Minnesota,55324
familyTotalExpensesR3,Minnesota,55371
familyTotalExpensesR3,Minnesota,56516
familyTotalExpensesR3,Minnesota,56314
familyTotalExpensesR3,Minnesota,56048
familyTotalExpensesR3,Minnesota,56207
familyTotalExpensesR3,Minnesota,56031
familyTotalExpensesR3,Minnesota,55307
familyTotalExpensesR3,Minnesota,56623
familyTotalExpensesR3,Minnesota,55604
familyTotalExpensesR3,Minnesota,55310
familyTotalExpensesR3,Minnesota,55601
familyTotalExpensesR3,Minnesota,55709
familyTotalExpensesR3,Minnesota,55315
familyTotalExpensesR3,Minnesota,56208
familyTotalExpensesR3,Minnesota,56601
familyTotalExpensesR3,Minnesota,56222
familyTotalExpensesR3,Minnesota,55007
familyTotalExpensesR3,Minnesota,55707
familyTotalExpensesR3,Minnesota,56083
familyTotalExpensesR3,Minnesota,55005
familyTotalExpensesR3,Minnesota,55901
familyTotalExpensesR3,Minnesota,55910
familyTotalExpensesR3,Minnesota,56113
familyTotalExpensesR3,Minnesota,55922
familyTotalExpensesR3,Minnesota,55602
familyTotalExpensesR3,Minnesota,56115
familyTotalExpensesR3,Minnesota,56003
familyTotalExpensesR3,Minnesota,56210
familyTotalExpensesR3,Minnesota,55049
familyTotalExpensesR3,Minnesota,55312
familyTotalExpensesR3,Minnesota,55353
familyTotalExpensesR3,Minnesota,56324
familyTotalExpensesR3,Minnesota,55101
familyTotalExpensesR3,Minnesota,56517
familyTotalExpensesR3,Minnesota,55009
familyTotalExpensesR3,Minnesota,55909
familyTotalExpensesR3,Minnesota,55001
familyTotalExpensesR3,Minnesota,55041
familyTotalExpensesR3,Minnesota,56007
familyTotalExpensesR3,Minnesota,56323
familyTotalExpensesR3,Minnesota,56017
familyTotalExpensesR3,Minnesota,56001
familyTotalExpensesR3,Minnesota,56201
familyTotalExpensesR3,Minnesota,56520
familyTotalExpensesR3,Minnesota,56433
familyTotalExpensesR3,Minnesota,56101
familyTotalExpensesR3,Minnesota,56308
familyTotalExpensesR3,Minnesota,56401
familyTotalExpensesR3,Minnesota,56220
familyTotalExpensesR3,Minnesota,55020
familyTotalExpensesR3,Minnesota,56235
familyTotalExpensesR3,Minnesota,56019
familyTotalExpensesR3,Minnesota,56219
familyTotalExpensesR3,Minnesota,56621
familyTotalExpensesR3,Minnesota,56464
familyTotalExpensesR3,Minnesota,56304
familyTotalExpensesR3,Minnesota,55748
familyTotalExpensesR3,Minnesota,56116
familyTotalExpensesR3,Minnesota,55010
familyTotalExpensesR3,Minnesota,56128
familyTotalExpensesR3,Minnesota,56514
familyTotalExpensesR3,Minnesota,55030
familyTotalExpensesR3,Minnesota,55308
